Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"EDF","ELECTRICITE DE FRANCE SA","Equity","0.01","13.52","433,889.00","5,866,896.93","5,866,896.93","Utilities","FR0010242511","Nyse Euronext - Euronext Paris","France","EUR"
"H","HYDRO ONE LTD","Equity","0.01","24.96","234,817.00","5,860,865.19","5,860,865.19","Utilities","CA4488112083","Toronto Stock Exchange","Canada","CAD"
"APA","APA GROUP UNITS","Equity","0.01","6.80","860,263.00","5,851,682.70","5,851,682.70","Utilities","AU000000APA1","Asx - All Markets","Australia","AUD"
"SEV","SUEZ SA","Equity","0.01","23.17","251,656.00","5,830,199.23","5,830,199.23","Utilities","FR0010613471","Nyse Euronext - Euronext Paris","France","EUR"
"LLC","LENDLEASE GROUP STAPLED UNITS","Equity","0.01","8.77","664,080.00","5,825,839.03","5,825,839.03","Real Estate","AU000000LLC3","Asx - All Markets","Australia","AUD"
"ELUX B","ELECTROLUX B","Equity","0.01","25.80","225,647.00","5,822,050.09","5,822,050.09","Consumer Discretionary","SE0000103814","Nasdaq Omx Nordic","Sweden","SEK"
"8953","JAPAN METROPOLITAN FUND INVESTMENT","Equity","0.01","990.86","5,872.00","5,818,304.90","5,818,304.90","Real Estate","JP3039710003","Tokyo Stock Exchange","Japan","JPY"
"ARW","ARROW ELECTRONICS INC","Equity","0.01","122.87","47,184.00","5,797,498.08","5,797,498.08","Information Technology","US0427351004","New York Stock Exchange Inc.","United States","USD"
"KGX","KION GROUP AG","Equity","0.01","106.64","54,212.00","5,781,133.09","5,781,133.09","Industrials","DE000KGX8881","Xetra","Germany","EUR"
"CPB","CAMPBELL SOUP","Equity","0.01","40.96","140,948.00","5,773,230.08","5,773,230.08","Consumer Staples","US1344291091","New York Stock Exchange Inc.","United States","USD"
"CCL.B","CCL INDUSTRIES INC CLASS B","Equity","0.01","58.16","99,192.00","5,768,635.12","5,768,635.12","Materials","CA1249003098","Toronto Stock Exchange","Canada","CAD"
"7911","TOPPAN PRINTING INC","Equity","0.01","17.20","333,910.00","5,742,140.03","5,742,140.03","Industrials","JP3629000005","Tokyo Stock Exchange","Japan","JPY"
"LUV","SOUTHWEST AIRLINES","Equity","0.01","49.17","116,682.00","5,737,253.94","5,737,253.94","Industrials","US8447411088","New York Stock Exchange Inc.","United States","USD"
"4612","NIPPON PAINT HOLDINGS LTD","Equity","0.01","12.30","465,600.00","5,727,593.83","5,727,593.83","Materials","JP3749400002","Tokyo Stock Exchange","Japan","JPY"
"4005","SUMITOMO CHEMICAL LTD","Equity","0.01","5.05","1,134,923.00","5,731,152.04","5,731,152.04","Materials","JP3401400001","Tokyo Stock Exchange","Japan","JPY"
"POLI","BANK HAPOALIM BM","Equity","0.01","8.62","664,248.00","5,727,593.02","5,727,593.02","Financials","IL0006625771","Tel Aviv Stock Exchange","Israel","ILS"
"8308","RESONA HOLDINGS INC","Equity","0.01","3.89","1,472,200.00","5,723,771.08","5,723,771.08","Financials","JP3500610005","Tokyo Stock Exchange","Japan","JPY"
"GIL","GILDAN ACTIVEWEAR INC","Equity","0.01","38.65","147,798.00","5,713,032.28","5,713,032.28","Consumer Discretionary","CA3759161035","Toronto Stock Exchange","Canada","CAD"
"PST","POSTE ITALIANE","Equity","0.01","13.68","416,973.00","5,702,122.87","5,702,122.87","Financials","IT0003796171","Borsa Italiana","Italy","EUR"
"PSON","PEARSON PLC","Equity","0.01","10.55","537,968.00","5,676,639.68","5,676,639.68","Communication","GB0006776081","London Stock Exchange","United Kingdom","GBP"
"UN01","UNIPER","Equity","0.01","40.35","140,392.00","5,665,179.41","5,665,179.41","Utilities","DE000UNSE018","Xetra","Germany","EUR"
"RNR","RENAISSANCERE HOLDING LTD","Equity","0.01","155.73","36,315.00","5,655,334.95","5,655,334.95","Financials","BMG7496G1033","New York Stock Exchange Inc.","United States","USD"
"NI","NISOURCE INC","Equity","0.01","24.76","227,820.00","5,640,823.20","5,640,823.20","Utilities","US65473P1057","New York Stock Exchange Inc.","United States","USD"
"NST","NORTHERN STAR RESOURCES LTD","Equity","0.01","7.06","796,519.00","5,621,551.92","5,621,551.92","Materials","AU000000NST8","Asx - All Markets","Australia","AUD"
"1928","SANDS CHINA LTD","Equity","0.01","3.24","1,733,870.00","5,611,698.21","5,611,698.21","Consumer Discretionary","KYG7800X1079","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"CPR","DAVIDE CAMPARI MILANO NV","Equity","0.01","13.82","405,452.00","5,601,979.86","5,601,979.86","Consumer Staples","NL0015435975","Borsa Italiana","Italy","EUR"
"8601","DAIWA SECURITIES GROUP INC","Equity","0.01","5.66","986,875.00","5,588,744.83","5,588,744.83","Financials","JP3502200003","Tokyo Stock Exchange","Japan","JPY"
"1878","DAITO TRUST CONSTRUCTION LTD","Equity","0.01","115.19","48,494.00","5,586,042.86","5,586,042.86","Real Estate","JP3486800000","Tokyo Stock Exchange","Japan","JPY"
"SGP","STOCKLAND STAPLED UNITS LTD","Equity","0.01","3.36","1,648,568.00","5,546,785.91","5,546,785.91","Real Estate","AU000000SGP0","Asx - All Markets","Australia","AUD"
"CYBR","CYBER ARK SOFTWARE LTD","Equity","0.01","169.17","32,774.00","5,544,377.58","5,544,377.58","Information Technology","IL0011334468","NASDAQ","Israel","USD"
"CHWY","CHEWY INC CLASS A","Equity","0.01","90.10","61,276.00","5,520,967.60","5,520,967.60","Consumer Discretionary","US16679L1098","New York Stock Exchange Inc.","United States","USD"
"12","HENDERSON LAND DEVELOPMENT LTD","Equity","0.01","4.50","1,226,830.00","5,522,677.00","5,522,677.00","Real Estate","HK0012000102","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"DXS","DEXUS STAPLED UNITS","Equity","0.01","7.66","716,992.00","5,489,381.45","5,489,381.45","Real Estate","AU000000DXS1","Asx - All Markets","Australia","AUD"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Equity","0.01","131.53","41,708.00","5,485,853.24","5,485,853.24","Health Care","IE00B4Q5ZN47","NASDAQ","United States","USD"
"GPT","GPT GROUP STAPLED UNITS","Equity","0.01","3.52","1,557,676.00","5,479,712.57","5,479,712.57","Real Estate","AU000000GPT8","Asx - All Markets","Australia","AUD"
"C38U","CAPITALAND INTEGRATED COMMERCIAL T","Equity","0.01","1.55","3,539,913.00","5,477,621.66","5,477,621.66","Real Estate","SG1M51904654","Singapore Exchange","Singapore","SGD"
"6383","DAIFUKU LTD","Equity","0.01","87.17","62,800.00","5,474,036.67","5,474,036.67","Industrials","JP3497400006","Tokyo Stock Exchange","Japan","JPY"
"SMIN","SMITHS GROUP PLC","Equity","0.01","19.60","278,631.00","5,460,487.39","5,460,487.39","Industrials","GB00B1WY2338","London Stock Exchange","United Kingdom","GBP"
"ARMK","ARAMARK","Equity","0.01","34.21","159,184.00","5,445,684.64","5,445,684.64","Consumer Discretionary","US03852U1060","New York Stock Exchange Inc.","United States","USD"
"WRT1V","WARTSILA","Equity","0.01","14.16","384,030.00","5,437,403.96","5,437,403.96","Industrials","FI0009003727","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"9502","CHUBU ELECTRIC POWER INC","Equity","0.01","12.12","447,825.00","5,429,478.30","5,429,478.30","Utilities","JP3526600006","Tokyo Stock Exchange","Japan","JPY"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Equity","0.01","66.34","81,755.00","5,423,517.56","5,423,517.56","Consumer Discretionary","GB00B02L3W35","London Stock Exchange","United Kingdom","GBP"
"MNG","M&G PLC","Equity","0.01","2.87","1,887,289.00","5,416,169.34","5,416,169.34","Financials","GB00BKFB1C65","London Stock Exchange","United Kingdom","GBP"
"6965","HAMAMATSU PHOTONICS","Equity","0.01","57.96","93,500.00","5,419,180.20","5,419,180.20","Information Technology","JP3771800004","Tokyo Stock Exchange","Japan","JPY"
"5411","JFE HOLDINGS INC","Equity","0.01","15.72","344,487.00","5,416,255.28","5,416,255.28","Materials","JP3386030005","Tokyo Stock Exchange","Japan","JPY"
"9532","OSAKA GAS LTD","Equity","0.01","18.95","285,111.00","5,403,632.35","5,403,632.35","Utilities","JP3180400008","Tokyo Stock Exchange","Japan","JPY"
"UTDI","UNITED INTERNET AG","Equity","0.01","43.33","124,556.00","5,396,504.29","5,396,504.29","Communication","DE0005089031","Xetra","Germany","EUR"
"CAE","CAE INC","Equity","0.01","28.49","188,892.00","5,380,837.37","5,380,837.37","Industrials","CA1247651088","Toronto Stock Exchange","Canada","CAD"
"TW","TRADEWEB MARKETS INC CLASS A","Equity","0.01","88.88","60,471.00","5,374,662.48","5,374,662.48","Financials","US8926721064","NASDAQ","United States","USD"
"RNO","RENAULT SA","Equity","0.01","36.61","146,672.00","5,369,998.83","5,369,998.83","Consumer Discretionary","FR0000131906","Nyse Euronext - Euronext Paris","France","EUR"
"SPSN","SWISS PRIME SITE AG","Equity","0.01","108.40","49,481.00","5,363,750.12","5,363,750.12","Real Estate","CH0008038389","SIX Swiss Exchange","Switzerland","CHF"
"GRF","GRIFOLS SA CLASS A","Equity","0.01","24.39","218,923.00","5,339,210.81","5,339,210.81","Health Care","ES0171996087","Bolsa De Madrid","Spain","EUR"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Equity","0.01","19.27","276,540.00","5,329,254.54","5,329,254.54","Consumer Discretionary","JP3639650005","Tokyo Stock Exchange","Japan","JPY"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Equity","0.01","11,746.08","453.00","5,320,975.93","5,320,975.93","Consumer Staples","CH0010570767","SIX Swiss Exchange","Switzerland","CHF"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Equity","0.01","33.02","161,103.00","5,319,621.06","5,319,621.06","Real Estate","US6819361006","New York Stock Exchange Inc.","United States","USD"
"EDPR","EDP RENOVAVEIS SA","Equity","0.01","25.34","209,392.00","5,306,883.61","5,306,883.61","Utilities","ES0127797019","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"BALN","BALOISE HOLDING AG","Equity","0.01","161.67","32,445.00","5,245,460.95","5,245,460.95","Financials","CH0012410517","SIX Swiss Exchange","Switzerland","CHF"
"AUTO","AUTO TRADER GROUP PLC","Equity","0.01","8.61","608,055.00","5,238,361.29","5,238,361.29","Communication","GB00BVYVFW23","London Stock Exchange","United Kingdom","GBP"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.01","49.40","105,829.00","5,227,952.60","5,227,952.60","Communication","US5312296073","NASDAQ","United States","USD"
"ORG","ORIGIN ENERGY LTD","Equity","0.01","3.29","1,582,763.00","5,209,859.89","5,209,859.89","Utilities","AU000000ORG5","Asx - All Markets","Australia","AUD"
"8795","T&D HOLDINGS INC","Equity","0.01","12.55","414,205.00","5,197,112.92","5,197,112.92","Financials","JP3539220008","Tokyo Stock Exchange","Japan","JPY"
"FGR","EIFFAGE SA","Equity","0.01","104.11","49,628.00","5,166,988.25","5,166,988.25","Industrials","FR0000130452","Nyse Euronext - Euronext Paris","France","EUR"
"ELE","ENDESA SA","Equity","0.01","23.72","217,725.00","5,163,563.92","5,163,563.92","Utilities","ES0130670112","Bolsa De Madrid","Spain","EUR"
"ANTO","ANTOFAGASTA PLC","Equity","0.01","20.11","255,230.00","5,133,559.67","5,133,559.67","Materials","GB0000456144","London Stock Exchange","United Kingdom","GBP"
"3281","GLP J-REIT REIT","Equity","0.01","1,816.11","2,806.00","5,096,015.65","5,096,015.65","Real Estate","JP3047510007","Tokyo Stock Exchange","Japan","JPY"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Equity","0.01","11.75","433,112.00","5,088,825.28","5,088,825.28","Financials","IT0000062957","Borsa Italiana","Italy","EUR"
"5332","TOTO LTD","Equity","0.01","54.50","93,057.00","5,071,756.79","5,071,756.79","Industrials","JP3596200000","Tokyo Stock Exchange","Japan","JPY"
"7951","YAMAHA CORP","Equity","0.01","57.78","87,500.00","5,055,502.48","5,055,502.48","Consumer Discretionary","JP3942600002","Tokyo Stock Exchange","Japan","JPY"
"7202","ISUZU MOTORS LTD","Equity","0.01","12.67","398,700.00","5,053,356.08","5,053,356.08","Consumer Discretionary","JP3137200006","Tokyo Stock Exchange","Japan","JPY"
"JPY","JPY CASH","Cash","0.01","0.91","555,326,394.00","5,052,785.53","5,052,785.53","Cash and/or Derivatives","-","-","Japan","JPY"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Equity","0.01","30.22","167,210.00","5,052,624.53","5,052,624.53","Industrials","ES0143416115","Bolsa De Madrid","Spain","EUR"
"6724","SEIKO EPSON CORP","Equity","0.01","18.15","278,000.00","5,046,267.23","5,046,267.23","Information Technology","JP3414750004","Tokyo Stock Exchange","Japan","JPY"
"WTB","WHITBREAD PLC","Equity","0.01","44.13","114,276.00","5,043,463.84","5,043,463.84","Consumer Discretionary","GB00B1KJJ408","London Stock Exchange","United Kingdom","GBP"
"CG","CARLYLE GROUP INC","Equity","0.01","49.02","102,799.00","5,039,206.98","5,039,206.98","Financials","US14316J1088","NASDAQ","United States","USD"
"RBA","RITCHIE BROS AUCTIONEERS INC","Equity","0.01","63.14","79,565.00","5,023,494.62","5,023,494.62","Industrials","CA7677441056","Toronto Stock Exchange","Canada","CAD"
"TIH","TOROMONT INDUSTRIES LTD","Equity","0.01","84.20","59,579.00","5,016,307.11","5,016,307.11","Industrials","CA8911021050","Toronto Stock Exchange","Canada","CAD"
"TEL2 B","TELE2 B","Equity","0.01","15.14","329,753.00","4,992,749.19","4,992,749.19","Communication","SE0005190238","Nasdaq Omx Nordic","Sweden","SEK"
"3064","MONOTARO LTD","Equity","0.01","21.61","228,300.00","4,933,465.27","4,933,465.27","Industrials","JP3922950005","Tokyo Stock Exchange","Japan","JPY"
"EPI B","EPIROC CLASS B","Equity","0.01","19.38","253,965.00","4,922,630.65","4,922,630.65","Industrials","SE0015658117","Nasdaq Omx Nordic","Sweden","SEK"
"BALD B","FASTIGHETS BALDER B","Equity","0.01","72.15","68,113.00","4,914,144.54","4,914,144.54","Real Estate","SE0000455057","Nasdaq Omx Nordic","Sweden","SEK"
"MPL","MEDIBANK PRIVATE LTD","Equity","0.01","2.59","1,897,022.00","4,915,122.35","4,915,122.35","Financials","AU000000MPL3","Asx - All Markets","Australia","AUD"
"SBRY","SAINSBURY(J) PLC","Equity","0.01","4.27","1,151,055.00","4,915,382.40","4,915,382.40","Consumer Staples","GB00B019KW72","London Stock Exchange","United Kingdom","GBP"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Equity","0.01","47.59","103,140.00","4,908,076.98","4,908,076.98","Consumer Discretionary","JP3750500005","Tokyo Stock Exchange","Japan","JPY"
"9021","WEST JAPAN RAILWAY","Equity","0.01","55.36","88,439.00","4,895,708.80","4,895,708.80","Industrials","JP3659000008","Tokyo Stock Exchange","Japan","JPY"
"WFG","WEST FRASER TIMBER LTD","Equity","0.01","78.91","62,016.00","4,893,886.83","4,893,886.83","Materials","CA9528451052","Toronto Stock Exchange","Canada","CAD"
"1605","INPEX CORP","Equity","0.01","6.95","702,457.00","4,883,100.39","4,883,100.39","Energy","JP3294460005","Tokyo Stock Exchange","Japan","JPY"
"DMP","DOMINOS PIZZA ENTERPRISES LTD","Equity","0.01","110.66","44,094.00","4,879,435.73","4,879,435.73","Consumer Discretionary","AU000000DMP0","Asx - All Markets","Australia","AUD"
"GFC","GECINA SA","Equity","0.01","155.81","31,237.00","4,866,905.62","4,866,905.62","Real Estate","FR0010040865","Nyse Euronext - Euronext Paris","France","EUR"
"SOF","SOFINA SA","Equity","0.01","442.93","10,975.00","4,861,205.70","4,861,205.70","Financials","BE0003717312","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"ORP","ORPEA SA","Equity","0.01","128.20","37,713.00","4,834,660.84","4,834,660.84","Health Care","FR0000184798","Nyse Euronext - Euronext Paris","France","EUR"
"LAND","LAND SECURITIES GROUP REIT PLC","Equity","0.01","9.84","490,652.00","4,826,353.60","4,826,353.60","Real Estate","GB00BYW0PQ60","London Stock Exchange","United Kingdom","GBP"
"4042","TOSOH CORP","Equity","0.01","18.11","265,900.00","4,814,530.73","4,814,530.73","Materials","JP3595200001","Tokyo Stock Exchange","Japan","JPY"
"K","KINROSS GOLD CORP","Equity","0.01","5.94","809,988.00","4,812,892.91","4,812,892.91","Materials","CA4969024047","Toronto Stock Exchange","Canada","CAD"
"6146","DISCO CORP","Equity","0.01","289.80","16,600.00","4,810,609.16","4,810,609.16","Information Technology","JP3548600000","Tokyo Stock Exchange","Japan","JPY"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Equity","0.01","65.91","72,813.00","4,799,047.60","4,799,047.60","Health Care","IT0003828271","Borsa Italiana","Italy","EUR"
"BLND","BRITISH LAND REIT PLC","Equity","0.01","7.30","657,610.00","4,798,565.70","4,798,565.70","Real Estate","GB0001367019","London Stock Exchange","United Kingdom","GBP"
"JMT","JERONIMO MARTINS SA","Equity","0.01","21.26","225,599.00","4,796,640.37","4,796,640.37","Consumer Staples","PTJMT0AE0001","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"TWE","TREASURY WINE ESTATES LTD","Equity","0.01","9.27","515,074.00","4,774,269.84","4,774,269.84","Consumer Staples","AU000000TWE9","Asx - All Markets","Australia","AUD"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Equity","0.01","28.45","167,286.00","4,759,286.70","4,759,286.70","Communication","GB00B8W67662","NASDAQ","United States","USD"
"2002","NISSHIN SEIFUN GROUP INC","Equity","0.01","16.41","289,200.00","4,746,979.66","4,746,979.66","Consumer Staples","JP3676800000","Tokyo Stock Exchange","Japan","JPY"
"3462","NOMURA REAL ESTATE MASTER FUND REI","Equity","0.01","1,555.89","3,052.00","4,748,573.77","4,748,573.77","Real Estate","JP3048110005","Tokyo Stock Exchange","Japan","JPY"
"JMAT","JOHNSON MATTHEY PLC","Equity","0.01","41.18","114,960.00","4,733,615.66","4,733,615.66","Materials","GB00BZ4BQC70","London Stock Exchange","United Kingdom","GBP"
"DSCT","ISRAEL DISCOUNT BANK LTD","Equity","0.01","5.23","904,728.00","4,727,387.30","4,727,387.30","Financials","IL0006912120","Tel Aviv Stock Exchange","Israel","ILS"
"VST","VISTRA CORP","Equity","0.01","18.85","249,286.00","4,699,041.10","4,699,041.10","Utilities","US92840M1027","New York Stock Exchange Inc.","United States","USD"
"CBK","COMMERZBANK AG","Equity","0.01","6.20","758,361.00","4,700,332.63","4,700,332.63","Financials","DE000CBK1001","Xetra","Germany","EUR"
"AMP","AMPLIFON","Equity","0.01","52.15","90,031.00","4,695,258.90","4,695,258.90","Health Care","IT0004056880","Borsa Italiana","Italy","EUR"
"WTC","WISETECHGLOBAL PTY LTD","Equity","0.01","33.37","139,845.00","4,666,451.72","4,666,451.72","Information Technology","AU000000WTC3","Asx - All Markets","Australia","AUD"
"EDV","ENDEAVOUR GROUP LTD","Equity","0.01","5.10","912,351.00","4,654,496.85","4,654,496.85","Consumer Staples","AU0000154833","Asx - All Markets","Australia","AUD"
"5201","AGC INC","Equity","0.01","48.04","96,812.00","4,650,992.77","4,650,992.77","Industrials","JP3112000009","Tokyo Stock Exchange","Japan","JPY"
"288","WH GROUP LTD","Equity","0.01","0.81","5,737,500.00","4,649,746.67","4,649,746.67","Consumer Staples","KYG960071028","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"2433","HAKUHODO DY HOLDINGS INC","Equity","0.01","15.91","291,900.00","4,645,221.78","4,645,221.78","Communication","JP3766550002","Tokyo Stock Exchange","Japan","JPY"
"NVEI","NUVEI SUBORDINATE VOTING CORP","Equity","0.01","127.36","36,448.00","4,642,100.20","4,642,100.20","Information Technology","CA67079A1021","Toronto Stock Exchange","Canada","CAD"
"BC8","BECHTLE AG","Equity","0.01","73.32","63,203.00","4,633,979.87","4,633,979.87","Information Technology","DE0005158703","Xetra","Germany","EUR"
"SW","SODEXO SA","Equity","0.01","81.15","56,802.00","4,609,682.36","4,609,682.36","Consumer Discretionary","FR0000121220","Nyse Euronext - Euronext Paris","France","EUR"
"TAH","TABCORP HOLDINGS LTD","Equity","0.01","3.52","1,310,525.00","4,610,265.76","4,610,265.76","Consumer Discretionary","AU000000TAH8","Asx - All Markets","Australia","AUD"
"4204","SEKISUI CHEMICAL LTD","Equity","0.01","16.93","272,024.00","4,606,129.51","4,606,129.51","Consumer Discretionary","JP3419400001","Tokyo Stock Exchange","Japan","JPY"
"6841","YOKOGAWA ELECTRIC CORP","Equity","0.01","15.61","294,000.00","4,590,364.41","4,590,364.41","Information Technology","JP3955000009","Tokyo Stock Exchange","Japan","JPY"
"RGA","REINSURANCE GROUP OF AMERICA INC","Equity","0.01","115.13","39,848.00","4,587,700.24","4,587,700.24","Financials","US7593516047","New York Stock Exchange Inc.","United States","USD"
"LUNE","LUNDIN ENERGY","Equity","0.01","30.64","149,257.00","4,573,466.96","4,573,466.96","Energy","SE0000825820","Nasdaq Omx Nordic","Sweden","SEK"
"4732","USS LTD","Equity","0.01","16.59","275,100.00","4,563,098.13","4,563,098.13","Consumer Discretionary","JP3944130008","Tokyo Stock Exchange","Japan","JPY"
"9005","TOKYU CORP","Equity","0.01","14.00","324,991.00","4,550,849.82","4,550,849.82","Industrials","JP3574200006","Tokyo Stock Exchange","Japan","JPY"
"QBR.B","QUEBECOR INC CLASS B","Equity","0.01","25.08","181,016.00","4,539,599.73","4,539,599.73","Communication","CA7481932084","Toronto Stock Exchange","Canada","CAD"
"7181","JAPAN POST INSURANCE LTD","Equity","0.01","18.22","248,200.00","4,523,402.94","4,523,402.94","Financials","JP3233250004","Tokyo Stock Exchange","Japan","JPY"
"DAL","DELTA AIR LINES INC","Equity","0.01","39.91","113,166.00","4,516,455.06","4,516,455.06","Industrials","US2473617023","New York Stock Exchange Inc.","United States","USD"
"X","TMX GROUP LTD","Equity","0.01","109.68","41,072.00","4,504,755.17","4,504,755.17","Financials","CA87262K1057","Toronto Stock Exchange","Canada","CAD"
"9503","KANSAI ELECTRIC POWER INC","Equity","0.01","10.20","441,280.00","4,502,939.08","4,502,939.08","Utilities","JP3228600007","Tokyo Stock Exchange","Japan","JPY"
"DEMANT","DEMANT","Equity","0.01","56.87","79,059.00","4,496,008.63","4,496,008.63","Health Care","DK0060738599","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"5333","NGK INSULATORS LTD","Equity","0.01","16.44","272,600.00","4,481,945.32","4,481,945.32","Industrials","JP3695200000","Tokyo Stock Exchange","Japan","JPY"
"8954","ORIX JREIT REIT INC","Equity","0.01","1,815.20","2,466.00","4,476,293.16","4,476,293.16","Real Estate","JP3040880001","Tokyo Stock Exchange","Japan","JPY"
"6504","FUJI ELECTRIC LTD","Equity","0.01","43.49","102,600.00","4,462,290.16","4,462,290.16","Industrials","JP3820000002","Tokyo Stock Exchange","Japan","JPY"
"FUTU","FUTU HOLDINGS ADR LTD","Equity","0.01","94.76","46,992.00","4,452,961.92","4,452,961.92","Financials","US36118L1061","NASDAQ","Hong Kong","USD"
"AVV","AVEVA GROUP PLC","Equity","0.01","57.53","76,685.00","4,411,984.44","4,411,984.44","Information Technology","GB00BBG9VN75","London Stock Exchange","United Kingdom","GBP"
"7752","RICOH LTD","Equity","0.01","10.09","437,500.00","4,414,608.07","4,414,608.07","Information Technology","JP3973400009","Tokyo Stock Exchange","Japan","JPY"
"SYD","SYDNEY AIRPORT STAPLED UNITS LTD","Equity","0.01","5.73","769,447.00","4,408,410.01","4,408,410.01","Industrials","AU000000SYD9","Asx - All Markets","Australia","AUD"
"ILD","ILIAD SA","Equity","0.01","214.74","20,525.00","4,407,575.44","4,407,575.44","Communication","FR0004035913","Nyse Euronext - Euronext Paris","France","EUR"
"HL.","HARGREAVES LANSDOWN PLC","Equity","0.01","20.69","213,069.00","4,408,670.34","4,408,670.34","Financials","GB00B1VZ0M25","London Stock Exchange","United Kingdom","GBP"
"IPGP","IPG PHOTONICS CORP","Equity","0.01","172.00","25,586.00","4,400,792.00","4,400,792.00","Information Technology","US44980X1090","NASDAQ","United States","USD"
"F34","WILMAR INTERNATIONAL LTD","Equity","0.01","3.15","1,394,497.00","4,388,277.27","4,388,277.27","Consumer Staples","SG1T56930848","Singapore Exchange","Singapore","SGD"
"1803","SHIMIZU CORP","Equity","0.01","7.27","603,024.00","4,383,933.18","4,383,933.18","Industrials","JP3358800005","Tokyo Stock Exchange","Japan","JPY"
"ALV","AUTOLIV INC","Equity","0.01","89.11","49,148.00","4,379,578.28","4,379,578.28","Consumer Discretionary","US0528001094","New York Stock Exchange Inc.","United States","USD"
"COV","COVIVIO SA","Equity","0.01","94.96","45,754.00","4,344,724.44","4,344,724.44","Real Estate","FR0000064578","Nyse Euronext - Euronext Paris","France","EUR"
"ORK","ORKLA","Equity","0.01","9.03","480,854.00","4,343,818.20","4,343,818.20","Consumer Staples","NO0003733800","Oslo Bors Asa","Norway","NOK"
"UHAL","AMERCO","Equity","0.01","671.53","6,440.00","4,324,653.20","4,324,653.20","Industrials","US0235861004","NASDAQ","United States","USD"
"4536","SANTEN PHARMACEUTICAL LTD","Equity","0.01","14.78","292,044.00","4,315,358.32","4,315,358.32","Health Care","JP3336000009","Tokyo Stock Exchange","Japan","JPY"
"AC","ACCOR SA","Equity","0.01","34.04","126,665.00","4,311,691.17","4,311,691.17","Consumer Discretionary","FR0000120404","Nyse Euronext - Euronext Paris","France","EUR"
"SAP","SAPUTO INC","Equity","0.01","28.17","152,898.00","4,306,917.49","4,306,917.49","Consumer Staples","CA8029121057","Toronto Stock Exchange","Canada","CAD"
"868","XINYI GLASS HOLDINGS LTD","Equity","0.01","4.21","1,022,000.00","4,298,722.73","4,298,722.73","Industrials","KYG9828G1082","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"SCHN","SCHINDLER HOLDING AG","Equity","0.01","315.48","13,548.00","4,274,190.27","4,274,190.27","Industrials","CH0024638212","SIX Swiss Exchange","Switzerland","CHF"
"8960","UNITED URBAN INVESTMENT REIT CORP","Equity","0.01","1,455.80","2,931.00","4,266,957.83","4,266,957.83","Real Estate","JP3045540006","Tokyo Stock Exchange","Japan","JPY"
"4912","LION CORP","Equity","0.01","17.11","248,100.00","4,243,919.75","4,243,919.75","Consumer Staples","JP3965400009","Tokyo Stock Exchange","Japan","JPY"
"FR","VALEO","Equity","0.01","28.14","150,414.00","4,232,742.46","4,232,742.46","Consumer Discretionary","FR0013176526","Nyse Euronext - Euronext Paris","France","EUR"
"ALA","ALTAGAS LTD","Equity","0.01","20.32","207,442.00","4,215,249.12","4,215,249.12","Utilities","CA0213611001","Toronto Stock Exchange","Canada","CAD"
"PPD","PPD INC","Equity","0.01","46.43","90,201.00","4,188,032.43","4,188,032.43","Health Care","US69355F1021","NASDAQ","United States","USD"
"ZG","ZILLOW GROUP INC CLASS A","Equity","0.01","95.98","43,659.00","4,190,390.82","4,190,390.82","Communication","US98954M1018","NASDAQ","United States","USD"
"2267","YAKULT HONSHA LTD","Equity","0.01","57.69","72,400.00","4,176,479.69","4,176,479.69","Consumer Staples","JP3931600005","Tokyo Stock Exchange","Japan","JPY"
"8952","JAPAN REAL ESTATE INVESTMENT TRUST","Equity","0.01","6,296.35","663.00","4,174,477.96","4,174,477.96","Real Estate","JP3027680002","Tokyo Stock Exchange","Japan","JPY"
"SPK","SPARK NEW ZEALAND LTD","Equity","0.01","3.43","1,214,117.00","4,169,180.65","4,169,180.65","Communication","NZTELE0001S4","New Zealand Exchange Ltd","New Zealand","NZD"
"SDR","SCHRODERS PLC","Equity","0.01","51.62","80,755.00","4,168,422.90","4,168,422.90","Financials","GB0002405495","London Stock Exchange","United Kingdom","GBP"
