Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"DEEPAKNTR","DEEPAK NITRITE LTD","Equity","0.02","30.98","154,536.00","4,787,697.45","4,787,697.45","Materials","INE288B01029","National Stock Exchange Of India","India","INR"
"251270","NETMARBLE CORP","Equity","0.02","107.13","44,557.00","4,773,214.21","4,773,214.21","Communication","KR7251270005","Korea Exchange (Stock Market)","Korea (South)","KRW"
"8464","NIEN MADE ENTERPRISE LTD","Equity","0.02","14.99","318,000.00","4,765,737.73","4,765,737.73","Consumer Discretionary","TW0008464009","Taiwan Stock Exchange","Taiwan","TWD"
"2105","CHENG SHIN RUBBER INDUSTRY LTD","Equity","0.02","1.33","3,574,000.00","4,764,647.46","4,764,647.46","Consumer Discretionary","TW0002105004","Taiwan Stock Exchange","Taiwan","TWD"
"032640","LG UPLUS CORP","Equity","0.02","11.96","397,876.00","4,756,712.69","4,756,712.69","Communication","KR7032640005","Korea Exchange (Stock Market)","Korea (South)","KRW"
"603501","WILL SEMICONDUCTOR SHANGHAI LTD A","Equity","0.02","41.34","115,060.00","4,756,689.30","4,756,689.30","Information Technology","CNE100002XM8","Shanghai Stock Exchange","China","CNY"
"2360","CHROMA ATE INC","Equity","0.02","6.53","728,000.00","4,754,403.32","4,754,403.32","Information Technology","TW0002360005","Taiwan Stock Exchange","Taiwan","TWD"
"PETRONET","PETRONET LNG LTD","Equity","0.02","3.14","1,512,670.00","4,754,129.90","4,754,129.90","Energy","INE347G01014","National Stock Exchange Of India","India","INR"
"PRIO3","PETRO RIO SA","Equity","0.02","3.72","1,272,758.00","4,738,150.28","4,738,150.28","Energy","BRPRIOACNOR1","XBSP","Brazil","BRL"
"600111","CHINA NORTHERN RARE EARTH (GROUP)","Equity","0.02","8.16","580,100.00","4,734,978.96","4,734,978.96","Materials","CNE000000T18","Shanghai Stock Exchange","China","CNY"
"IVL.R","INDORAMA VENTURES NON-VOTING DR PC","Equity","0.02","1.33","3,549,000.00","4,728,719.96","4,728,719.96","Materials","TH1027010R10","Stock Exchange Of Thailand","Thailand","THB"
"6881","CHINA GALAXY SECURITIES LTD H","Equity","0.02","0.55","8,560,500.00","4,727,644.60","4,727,644.60","Financials","CNE100001NT6","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"2013","WEIMOB INC","Equity","0.02","1.40","3,373,000.00","4,721,935.74","4,721,935.74","Information Technology","KYG9T20A1060","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"008770","HOTEL SHILLA LTDINARY SHARES KOREA","Equity","0.02","76.36","61,756.00","4,715,652.91","4,715,652.91","Consumer Discretionary","KR7008770000","Korea Exchange (Stock Market)","Korea (South)","KRW"
"JOBS","51JOB ADR REPRESENTING INC","Equity","0.02","75.28","62,602.00","4,712,678.56","4,712,678.56","Industrials","US3168271043","NASDAQ","China","USD"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Equity","0.02","0.85","5,524,004.00","4,703,216.81","4,703,216.81","Energy","QA000A0KD6L1","Qatar Exchange","Qatar","QAR"
"PERSISTENT","PERSISTENT SYSTEMS LTD","Equity","0.02","45.35","103,632.00","4,700,054.28","4,700,054.28","Information Technology","INE262H01013","National Stock Exchange Of India","India","INR"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Equity","0.02","0.96","4,912,271.00","4,695,086.64","4,695,086.64","Financials","MXP370641013","Bolsa Mexicana De Valores","Mexico","MXN"
"GRUMAB","GRUMA","Equity","0.02","11.17","419,920.00","4,691,714.22","4,691,714.22","Consumer Staples","MXP4948K1056","Bolsa Mexicana De Valores","Mexico","MXN"
"HYPE3","HYPERMARCAS SA","Equity","0.02","6.63","707,731.00","4,691,950.67","4,691,950.67","Health Care","BRHYPEACNOR0","XBSP","Brazil","BRL"
"2383","ELITE MATERIAL LTD","Equity","0.02","8.28","565,985.00","4,684,041.88","4,684,041.88","Information Technology","TW0002383007","Taiwan Stock Exchange","Taiwan","TWD"
"6060","ZHONGAN ONLINE P & C INSURANCE COR","Equity","0.02","4.66","1,004,903.00","4,678,529.66","4,678,529.66","Financials","CNE100002QY7","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"MDKA","MERDEKA COPPER GOLD","Equity","0.02","0.20","23,897,000.00","4,672,969.38","4,672,969.38","Materials","ID1000134406","Indonesia Stock Exchange","Indonesia","IDR"
"BCI","BANCO DE CREDITO E INVERSION","Equity","0.02","42.36","110,268.00","4,670,573.74","4,670,573.74","Financials","CLP321331116","Santiago Stock Exchange","Chile","CLP"
"1336","NEW CHINA LIFE INSURANCE COMPANY L","Equity","0.02","2.91","1,603,400.00","4,664,309.06","4,664,309.06","Financials","CNE100001922","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"ACC","ACC LTD","Equity","0.02","32.57","143,028.00","4,658,170.88","4,658,170.88","Materials","INE012A01025","National Stock Exchange Of India","India","INR"
"035250","KANGWON LAND INC","Equity","0.02","23.74","195,935.00","4,651,325.79","4,651,325.79","Consumer Discretionary","KR7035250000","Korea Exchange (Stock Market)","Korea (South)","KRW"
"336","HUABAO INTERNATIONAL HOLDINGS LTD","Equity","0.02","2.51","1,854,000.00","4,648,007.04","4,648,007.04","Materials","BMG4639H1227","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"1313","CHINA RESOURCES CEMENT HOLDINGS LT","Equity","0.02","0.94","4,918,255.00","4,642,753.38","4,642,753.38","Materials","KYG2113L1068","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"MISC","MISC","Equity","0.02","1.73","2,677,600.00","4,637,652.15","4,637,652.15","Industrials","MYL3816OO005","Bursa Malaysia","Malaysia","MYR"
"2689","NINE DRAGONS PAPER HOLDINGS LTD","Equity","0.02","1.35","3,430,000.00","4,634,331.47","4,634,331.47","Materials","BMG653181005","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"KLK","KUALA LUMPUR KEPONG","Equity","0.02","5.14","901,100.00","4,630,140.97","4,630,140.97","Consumer Staples","MYL2445OO004","Bursa Malaysia","Malaysia","MYR"
"IGL","INDRAPRASTHA GAS LTD","Equity","0.02","7.26","636,042.00","4,616,881.17","4,616,881.17","Utilities","INE203G01027","National Stock Exchange Of India","India","INR"
"RDOR3","REDE DOR SAO LUIZ SA","Equity","0.02","14.14","325,739.00","4,605,527.93","4,605,527.93","Health Care","BRRDORACNOR8","XBSP","Brazil","BRL"
"2354","FOXCONN TECHNOLOGY LTD","Equity","0.02","2.38","1,927,623.00","4,591,642.86","4,591,642.86","Information Technology","TW0002354008","Taiwan Stock Exchange","Taiwan","TWD"
"MYTIL","MYTILINEOS SA","Equity","0.02","19.10","239,823.00","4,581,238.28","4,581,238.28","Industrials","GRS393503008","Athens Exchange S.A. Cash Market","Greece","EUR"
"8299","PHISON ELECTRONICS CORP","Equity","0.02","15.17","302,000.00","4,580,285.34","4,580,285.34","Information Technology","TW0008299009","Gretai Securities Market","Taiwan","TWD"
"JINDALSTEL","JINDAL STEEL AND POWER LTD","Equity","0.02","5.21","876,094.00","4,560,592.17","4,560,592.17","Materials","INE749A01030","National Stock Exchange Of India","India","INR"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Equity","0.02","7.07","644,508.00","4,557,497.72","4,557,497.72","Utilities","BRSBSPACNOR5","XBSP","Brazil","BRL"
"ARI","AFRICAN RAINBOW MINERAL LTD","Equity","0.02","17.91","252,911.00","4,529,503.64","4,529,503.64","Materials","ZAE000054045","Johannesburg Stock Exchange","South Africa","ZAR"
"8210","BUPA ARABIA","Equity","0.02","44.53","101,646.00","4,525,911.05","4,525,911.05","Financials","SA1210540914","Saudi Stock Exchange","Saudi Arabia","SAR"
"1988","CHINA MINSHENG BANKING CORP LTD H","Equity","0.02","0.42","10,764,159.00","4,493,044.28","4,493,044.28","Financials","CNE100000HF9","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"LHC","LIFE HEALTH LTD","Equity","0.02","1.68","2,680,190.00","4,491,871.89","4,491,871.89","Health Care","ZAE000145892","Johannesburg Stock Exchange","South Africa","ZAR"
"PGE","PGE POLSKA GRUPA ENERGETYCZNA SA","Equity","0.02","2.55","1,754,981.00","4,481,729.46","4,481,729.46","Utilities","PLPGER000010","Warsaw Stock Exchange/Equities/Main Market","Poland","PLN"
"IPCALAB","IPCA LABORATORIES LTD","Equity","0.02","33.86","132,276.00","4,479,125.60","4,479,125.60","Health Care","INE571A01020","National Stock Exchange Of India","India","INR"
"9914","MERIDA INDUSTRY LTD","Equity","0.02","11.19","400,000.00","4,476,188.76","4,476,188.76","Consumer Discretionary","TW0009914002","Taiwan Stock Exchange","Taiwan","TWD"
"AARTIIND","AARTI INDUSTRIES LTD","Equity","0.02","12.73","351,478.00","4,475,922.09","4,475,922.09","Materials","INE769A01020","National Stock Exchange Of India","India","INR"
"1368","XTEP INTERNATIONAL LTD","Equity","0.02","1.65","2,715,000.00","4,470,283.77","4,470,283.77","Consumer Discretionary","KYG982771092","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"006800","DAEWOO SECURITIES","Equity","0.02","7.53","592,399.00","4,462,602.06","4,462,602.06","Financials","KR7006800007","Korea Exchange (Stock Market)","Korea (South)","KRW"
"BEM.R","BANGKOK EXPRESSWAY AND METRO PCL N","Equity","0.02","0.27","16,648,932.00","4,436,637.76","4,436,637.76","Industrials","TH6999010R15","Stock Exchange Of Thailand","Thailand","THB"
"2128","CHINA LESSO GROUP HOLDINGS LTD","Equity","0.02","1.97","2,244,000.00","4,426,814.28","4,426,814.28","Industrials","KYG2157Q1029","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"SIEMENS","SIEMENS LTD","Equity","0.02","30.82","143,436.00","4,420,709.15","4,420,709.15","Industrials","INE003A01024","National Stock Exchange Of India","India","INR"
"TORNTPHARM","TORRENT PHARMACEUTICALS LTD","Equity","0.02","42.20","104,733.00","4,419,896.71","4,419,896.71","Health Care","INE685A01028","National Stock Exchange Of India","India","INR"
"2823","CHINA LIFE INSURANCE LTD","Equity","0.02","1.04","4,226,246.00","4,410,022.27","4,410,022.27","Financials","TW0002823002","Taiwan Stock Exchange","Taiwan","TWD"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Equity","0.02","3.80","1,157,401.00","4,397,928.00","4,397,928.00","Materials","ZAE000015228","Johannesburg Stock Exchange","South Africa","ZAR"
"UNVR","UNILEVER INDONESIA","Equity","0.02","0.29","15,288,400.00","4,393,952.12","4,393,952.12","Consumer Staples","ID1000095706","Indonesia Stock Exchange","Indonesia","IDR"
"KCE.R","KCE ELECTRONICS NON-VOTING DR PCL","Equity","0.02","2.41","1,819,100.00","4,385,230.28","4,385,230.28","Information Technology","TH0122010R10","Stock Exchange Of Thailand","Thailand","THB"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Equity","0.02","3.48","1,259,000.00","4,385,196.91","4,385,196.91","Information Technology","KYG989221000","Taiwan Stock Exchange","Taiwan","TWD"
"1585","YADEA GROUP HOLDINGS LTD","Equity","0.02","1.78","2,460,000.00","4,379,006.31","4,379,006.31","Consumer Discretionary","KYG9830F1063","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"BRPT","BARITO PACIFIC","Equity","0.02","0.07","59,467,300.00","4,365,901.29","4,365,901.29","Materials","ID1000085707","Indonesia Stock Exchange","Indonesia","IDR"
"010060","OCI LTD","Equity","0.02","107.98","40,399.00","4,362,406.48","4,362,406.48","Materials","KR7010060002","Korea Exchange (Stock Market)","Korea (South)","KRW"
"TCELL.E","TURKCELL ILETISIM HIZMETLERI A","Equity","0.02","1.90","2,292,292.00","4,363,014.01","4,363,014.01","Communication","TRATCELL91M1","Istanbul Stock Exchange","Turkey","TRY"
"2357","AVICHINA INDUSTRY & TECHNOLOGY LTD","Equity","0.02","0.82","5,315,000.00","4,355,130.58","4,355,130.58","Industrials","CNE1000001Y8","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"RHBBANK","RHB BANK","Equity","0.02","1.34","3,236,083.00","4,351,624.72","4,351,624.72","Financials","MYL1066OO009","Bursa Malaysia","Malaysia","MYR"
"MAIL","MAIL RU GROUP GDR LTD","Equity","0.02","19.59","222,030.00","4,350,542.44","4,350,542.44","Communication","US5603172082","Standard-Classica-Forts","Russian Federation","RUB"
"3347","HANGZHOU TIGERMED CONSULTING LTD H","Equity","0.02","17.76","244,900.00","4,349,989.40","4,349,989.40","Health Care","CNE1000040M1","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"884","CIFI HOLDINGS (GROUP) LTD","Equity","0.02","0.66","6,640,000.00","4,349,261.19","4,349,261.19","Real Estate","KYG2140A1076","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"3360","FAR EAST HORIZON LTD","Equity","0.02","1.14","3,813,000.00","4,343,778.38","4,343,778.38","Financials","HK0000077468","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"002714","MUYUAN FOODS LTD A","Equity","0.02","6.51","666,381.00","4,341,076.37","4,341,076.37","Consumer Staples","CNE100001RQ3","Shenzhen Stock Exchange","China","CNY"
"780","TONGCHENG-ELONG HOLDINGS LTD","Equity","0.02","2.23","1,938,000.00","4,330,920.93","4,330,920.93","Consumer Discretionary","KYG8918W1069","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"2027","TA CHEN STAINLESS PIPE LTD","Equity","0.02","1.80","2,406,044.00","4,324,412.06","4,324,412.06","Materials","TW0002027000","Taiwan Stock Exchange","Taiwan","TWD"
"5269","ASMEDIA TECHNOLOGY INC","Equity","0.02","73.22","59,000.00","4,320,205.82","4,320,205.82","Information Technology","TW0005269005","Taiwan Stock Exchange","Taiwan","TWD"
"TBS","TIGER BRANDS LTD","Equity","0.02","12.73","339,068.00","4,315,261.02","4,315,261.02","Consumer Staples","ZAE000071080","Johannesburg Stock Exchange","South Africa","ZAR"
"LWSA3","LOCAWEB SERVICOS DE INTERNET SA","Equity","0.02","4.78","901,489.00","4,307,171.11","4,307,171.11","Information Technology","BRLWSAACNOR8","XBSP","Brazil","BRL"
"600031","SANY HEAVY INDUSTRY LTD A","Equity","0.02","3.98","1,080,178.00","4,303,930.85","4,303,930.85","Industrials","CNE000001F70","Shanghai Stock Exchange","China","CNY"
"GENM","GENTING MALAYSIA","Equity","0.02","0.71","6,021,600.00","4,302,177.53","4,302,177.53","Consumer Discretionary","MYL4715OO008","Bursa Malaysia","Malaysia","MYR"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Equity","0.02","1.54","2,790,470.00","4,300,667.21","4,300,667.21","Industrials","HK0144000764","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"2356","INVENTEC CORP","Equity","0.02","0.88","4,903,000.00","4,295,847.65","4,295,847.65","Information Technology","TW0002356003","Taiwan Stock Exchange","Taiwan","TWD"
"601899","ZIJIN MINING GROUP LTD A","Equity","0.02","1.69","2,545,200.00","4,288,866.41","4,288,866.41","Materials","CNE100000B24","Shanghai Stock Exchange","China","CNY"
"ZEEL","ZEE ENTERTAINMENT ENTERPRISES LTD","Equity","0.02","2.36","1,814,919.00","4,287,333.10","4,287,333.10","Communication","INE256A01028","National Stock Exchange Of India","India","INR"
"DGH","DISTELL GROUP HLDGS SHS LTD","Equity","0.02","11.89","360,202.00","4,281,772.33","4,281,772.33","Consumer Staples","ZAE000248811","Johannesburg Stock Exchange","South Africa","ZAR"
"3189","KINSUS INTERCONNECT TECHNOLOGY COR","Equity","0.02","7.38","580,000.00","4,278,286.53","4,278,286.53","Information Technology","TW0003189007","Taiwan Stock Exchange","Taiwan","TWD"
"066970","L&F LTD","Equity","0.02","93.07","45,946.00","4,276,244.25","4,276,244.25","Information Technology","KR7066970005","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"600436","ZHANGZHOU PIENTZEHUANG PHARMACEUTI","Equity","0.02","54.84","77,983.00","4,276,599.99","4,276,599.99","Health Care","CNE000001F21","Shanghai Stock Exchange","China","CNY"
"AZUL4","AZUL PREF SA","Equity","0.02","7.31","585,135.00","4,276,479.24","4,276,479.24","Industrials","BRAZULACNPR4","XBSP","Brazil","BRL"
"1816","CGN POWER LTD H","Equity","0.02","0.22","19,457,000.00","4,273,160.68","4,273,160.68","Utilities","CNE100001T80","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"000333","MIDEA GROUP LTD A","Equity","0.02","10.21","418,300.00","4,270,639.38","4,270,639.38","Consumer Discretionary","CNE100001QQ5","Shenzhen Stock Exchange","China","CNY"
"358","JIANGXI COPPER LTD H","Equity","0.02","2.00","2,131,000.00","4,264,107.42","4,264,107.42","Materials","CNE1000003K3","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"DALBHARAT","DALMIA BHARAT LTD","Equity","0.02","29.74","143,279.00","4,261,596.50","4,261,596.50","Materials","INE00R701025","National Stock Exchange Of India","India","INR"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","Equity","0.02","7.32","582,191.00","4,261,700.78","4,261,700.78","Utilities","BRELETACNOR6","XBSP","Brazil","BRL"
"TAL","TAL EDUCATION GROUP ADR REPTG","Equity","0.02","5.04","844,917.00","4,258,381.68","4,258,381.68","Consumer Discretionary","US8740801043","New York Stock Exchange Inc.","China","USD"
"601288","AGRICULTURAL BANK OF CHINA LTD A","Equity","0.02","0.45","9,422,898.00","4,257,553.03","4,257,553.03","Financials","CNE100000RJ0","Shanghai Stock Exchange","China","CNY"
"SIMEPLT","SIME DARBY PLANTATION","Equity","0.02","0.97","4,373,900.00","4,240,273.51","4,240,273.51","Consumer Staples","MYL5285OO001","Bursa Malaysia","Malaysia","MYR"
"2250","SAUDI INDUSTRIAL INVESTMENT GROUP","Equity","0.02","9.49","444,732.00","4,221,313.71","4,221,313.71","Materials","SA000A0B89Q3","Saudi Stock Exchange","Saudi Arabia","SAR"
"BCOLOMBIA","BANCOLOMBIA SA","Equity","0.02","8.23","511,879.00","4,214,346.57","4,214,346.57","Financials","COB07PA00078","Bolsa De Valores De Colombia","Colombia","COP"
"AKBNK.E","AKBANK A","Equity","0.02","0.68","6,163,393.00","4,214,348.67","4,214,348.67","Financials","TRAAKBNK91N6","Istanbul Stock Exchange","Turkey","TRY"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Equity","0.02","27.85","151,346.00","4,215,404.72","4,215,404.72","Industrials","KR7047810007","Korea Exchange (Stock Market)","Korea (South)","KRW"
"096530","SEEGENE INC","Equity","0.02","55.36","76,091.00","4,212,605.39","4,212,605.39","Health Care","KR7096530001","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"INDUSTOWER","INDUS TOWERS LTD","Equity","0.02","2.96","1,423,531.00","4,207,831.04","4,207,831.04","Communication","INE121J01017","National Stock Exchange Of India","India","INR"
"1951","JINXIN FERTILITY GROUP -500 LTD","Equity","0.02","1.57","2,670,000.00","4,197,299.05","4,197,299.05","Health Care","KYG5140J1013","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"KLBF","KALBE FARMA","Equity","0.02","0.10","43,143,100.00","4,188,213.26","4,188,213.26","Health Care","ID1000125107","Indonesia Stock Exchange","Indonesia","IDR"
"9945","RUENTEX DEVELOPMENT LTD","Equity","0.02","2.43","1,721,507.00","4,187,390.86","4,187,390.86","Real Estate","TW0009945006","Taiwan Stock Exchange","Taiwan","TWD"
"2492","WALSIN TECHNOLOGY CORP","Equity","0.02","6.60","633,580.00","4,183,362.90","4,183,362.90","Information Technology","TW0002492006","Taiwan Stock Exchange","Taiwan","TWD"
"2633","TAIWAN HIGH SPEED RAIL CORP","Equity","0.02","1.08","3,871,000.00","4,178,615.76","4,178,615.76","Industrials","TW0002633005","Taiwan Stock Exchange","Taiwan","TWD"
"5274","ASPEED TECHNOLOGY INC","Equity","0.02","85.28","49,000.00","4,178,615.76","4,178,615.76","Information Technology","TW0005274005","Gretai Securities Market","Taiwan","TWD"
"6886","HUATAI SECURITIES LTD H","Equity","0.02","1.42","2,942,000.00","4,179,025.58","4,179,025.58","Financials","CNE100001YQ9","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"1776","GF SECURITIES LTD H","Equity","0.02","1.75","2,387,400.00","4,176,183.09","4,176,183.09","Financials","CNE100001TQ9","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"BIOCON","BIOCON LTD","Equity","0.02","4.87","856,412.00","4,167,705.23","4,167,705.23","Health Care","INE376G01013","National Stock Exchange Of India","India","INR"
"002129","TIANJIN ZHONGHUAN SEMICONDUCTOR LT","Equity","0.02","8.50","490,197.00","4,165,756.70","4,165,756.70","Information Technology","CNE1000000B8","Shenzhen Stock Exchange","China","CNY"
"1504","TECO ELECTRIC & MACHINERY LTD","Equity","0.02","1.12","3,700,000.00","4,160,444.74","4,160,444.74","Industrials","TW0001504009","Taiwan Stock Exchange","Taiwan","TWD"
"PE&OLES*","INDUST PENOLES","Equity","0.02","14.08","295,061.00","4,154,013.28","4,154,013.28","Materials","MXP554091415","Bolsa Mexicana De Valores","Mexico","MXN"
"MOMO","HELLO GROUP ADR INC","Equity","0.02","12.73","325,899.00","4,148,694.27","4,148,694.27","Communication","US4234031049","NASDAQ","China","USD"
"000990","DB HITEK LTD","Equity","0.02","51.33","80,623.00","4,138,764.79","4,138,764.79","Information Technology","KR7000990002","Korea Exchange (Stock Market)","Korea (South)","KRW"
"KCHOL.E","KOC HOLDING A","Equity","0.02","2.82","1,467,474.00","4,132,743.01","4,132,743.01","Industrials","TRAKCHOL91Q8","Istanbul Stock Exchange","Turkey","TRY"
"600019","BAOSHAN IRON & STEEL LTD A","Equity","0.02","1.49","2,767,007.00","4,127,432.85","4,127,432.85","Materials","CNE0000015R4","Shanghai Stock Exchange","China","CNY"
"ENEV3","ENEVA SA","Equity","0.02","3.05","1,350,887.00","4,117,008.81","4,117,008.81","Utilities","BRENEVACNOR8","XBSP","Brazil","BRL"
"1888","KINGBOARD LAMINATES HOLDINGS LTD","Equity","0.02","1.97","2,094,500.00","4,115,750.40","4,115,750.40","Information Technology","KYG5257K1076","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"9633","NONGFU SPRING LTD H","Equity","0.02","5.12","801,800.00","4,108,811.16","4,108,811.16","Consumer Staples","CNE100004272","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"MRF","MRF LTD","Equity","0.02","1,066.99","3,844.00","4,101,498.04","4,101,498.04","Consumer Discretionary","INE883A01011","National Stock Exchange Of India","India","INR"
"371","BEIJING ENTERPRISES WATER GROUP LT","Equity","0.02","0.41","9,980,000.00","4,101,642.02","4,101,642.02","Utilities","BMG0957L1090","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"024110","INDUSTRIAL BANK OF KOREA","Equity","0.02","8.83","461,925.00","4,077,497.11","4,077,497.11","Financials","KR7024110009","Korea Exchange (Stock Market)","Korea (South)","KRW"
"196170","ALTEOGEN INC","Equity","0.02","69.33","58,756.00","4,073,668.77","4,073,668.77","Health Care","KR7196170005","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"1302","LIFETECH SCIENTIFIC CORP","Equity","0.02","0.54","7,548,000.00","4,071,537.28","4,071,537.28","Health Care","KYG548721177","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"300014","EVE ENERGY LTD A","Equity","0.02","16.25","250,555.00","4,070,849.97","4,070,849.97","Industrials","CNE100000GS4","Shenzhen Stock Exchange","China","CNY"
"SUNDARMFIN","SUNDARAM FINANCE LTD","Equity","0.02","35.48","114,711.00","4,070,158.54","4,070,158.54","Financials","INE660A01013","National Stock Exchange Of India","India","INR"
"QIIK","QATAR INTERNATIONAL ISLAMIC BANK","Equity","0.02","2.66","1,527,701.00","4,057,785.33","4,057,785.33","Financials","QA0006929879","Qatar Exchange","Qatar","QAR"
"GLO","GLOBE TEL INC","Equity","0.02","57.01","71,155.00","4,056,233.79","4,056,233.79","Communication","PHY272571498","Philippine Stock Exchange Inc.","Philippines","PHP"
"GUJGASLTD","GUJARAT GAS LTD","Equity","0.02","9.71","417,423.00","4,051,646.68","4,051,646.68","Utilities","INE844O01030","National Stock Exchange Of India","India","INR"
"INDF","INDOFOOD SUKSES MAKMUR","Equity","0.02","0.45","8,917,600.00","4,049,223.38","4,049,223.38","Consumer Staples","ID1000057003","Indonesia Stock Exchange","Indonesia","IDR"
"2834","TAIWAN BUSINESS BANK LTD","Equity","0.02","0.35","11,490,836.00","4,031,291.98","4,031,291.98","Financials","TW0002834009","Taiwan Stock Exchange","Taiwan","TWD"
"TATACHEM","TATA CHEMICALS LTD","Equity","0.02","11.39","353,809.00","4,028,803.48","4,028,803.48","Materials","INE092A01019","National Stock Exchange Of India","India","INR"
"1020","BANK ALJAZIRA","Equity","0.02","4.95","813,134.00","4,028,163.42","4,028,163.42","Financials","SA0007879055","Saudi Stock Exchange","Saudi Arabia","SAR"
"2330","ADVANCED PETROCHEMICAL","Equity","0.02","19.30","207,394.00","4,003,446.28","4,003,446.28","Materials","SA000A0LE310","Saudi Stock Exchange","Saudi Arabia","SAR"
"OSP.R","OSOTSPA PCL NON-VOTING DR","Equity","0.02","1.12","3,559,900.00","4,002,968.27","4,002,968.27","Consumer Staples","TH8752010R16","Stock Exchange Of Thailand","Thailand","THB"
"1030","SEAZEN GROUP LTD","Equity","0.02","0.89","4,508,000.00","3,994,939.73","3,994,939.73","Real Estate","KYG7956A1094","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"300124","SHENZHEN INOVANCE TECHNOLOGY LTD A","Equity","0.02","11.39","350,250.00","3,991,026.84","3,991,026.84","Industrials","CNE100000V46","Shenzhen Stock Exchange","China","CNY"
"SMGR","SEMEN INDONESIA (PERSERO)","Equity","0.02","0.64","6,274,000.00","3,984,011.83","3,984,011.83","Materials","ID1000106800","Indonesia Stock Exchange","Indonesia","IDR"
"6121","SIMPLO TECHNOLOGY LTD","Equity","0.02","11.32","351,800.00","3,981,112.93","3,981,112.93","Information Technology","TW0006121007","Gretai Securities Market","Taiwan","TWD"
"FORTIS","FORTIS HEALTHCARE LTD","Equity","0.02","3.90","1,021,142.00","3,981,340.22","3,981,340.22","Health Care","INE061F01013","National Stock Exchange Of India","India","INR"
"600887","INNER MONGOLIA YILI INDUSTRIAL GRO","Equity","0.02","5.13","775,232.00","3,974,164.61","3,974,164.61","Consumer Staples","CNE000000JP5","Shanghai Stock Exchange","China","CNY"
"TRU","TRUWORTHS INTERNATIONAL LTD","Equity","0.02","4.48","886,318.00","3,972,470.40","3,972,470.40","Consumer Discretionary","ZAE000028296","Johannesburg Stock Exchange","South Africa","ZAR"
"002142","BANK OF NINGBO LTD A","Equity","0.02","4.86","815,008.00","3,963,683.58","3,963,683.58","Financials","CNE1000005P7","Shenzhen Stock Exchange","China","CNY"
"028670","PAN OCEAN LTD","Equity","0.02","7.09","558,984.00","3,961,775.45","3,961,775.45","Industrials","KR7028670008","Korea Exchange (Stock Market)","Korea (South)","KRW"
"TOWR","SARANA MENARA NUSANTARA","Equity","0.02","0.09","42,206,000.00","3,950,387.61","3,950,387.61","Communication","ID1000128804","Indonesia Stock Exchange","Indonesia","IDR"
"005385","HYUNDAI MOTOR S1 PREF","Equity","0.02","85.53","46,140.00","3,946,327.29","3,946,327.29","Consumer Discretionary","KR7005381009","Korea Exchange (Stock Market)","Korea (South)","KRW"
"LH.R","LAND AND HOUSE PUBLIC NON-VOTING D","Equity","0.02","0.25","15,722,900.00","3,947,678.22","3,947,678.22","Real Estate","TH0143010R16","Stock Exchange Of Thailand","Thailand","THB"
"600406","NARI TECHNOLOGY LTD A","Equity","0.02","5.06","778,560.00","3,940,627.25","3,940,627.25","Industrials","CNE000001G38","Shanghai Stock Exchange","China","CNY"
